idx,review_id,title_clean,text_clean,rating,sentiment_class,date,year,month,quarter,period,trip_type,reviewer_type,reviewer_name,word_count,like_count,has_images,image_count,image_urls,has_sacred_content,has_ritual,has_actor,has_space,has_spiritual,has_festival,has_rule,language,is_translated,original_language,review_link
38,120557756,overcharged,"It may be unique experience to many travellers, charging Rs500 per pax for entrance fee is too expensive...",3,neutral,2011-11-13,2011,11,4,early_period,friends,likely_tourist,LittleBee13,18,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r120557756-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
39,120571752,cremations,the archeological site is in my opinion not worth it ...quite dirty and smelly too!! witnessing cremation was a very emotional and educational experience!,3,neutral,2011-11-14,2011,11,4,early_period,friends,likely_tourist,mimie71,24,0,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r120571752-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
40,120767400,Not really a tourist attraction...keep your camera in your bag,"Going to Pashupatinath was a fascinating experience but in some ways a bit uncomfortable too. Statement of the obvious but this is a living (and dying) temple. As non-Hindus we didn't entirely feel like we were supposed to be there. But providing you handle the experience respectfully, we don't think you'll feel like you're in the way. We had two young kids with us. They were fine: interested in what was going on and keen to learn about the cremation rites we witnessed. But some young kids could be freaked out by the sights down at the river. make sure you are ready to explain to them that, yes, they can see someone's legs poking out of the funeral pyre...",4,positive,2011-11-18,2011,11,4,early_period,,likely_tourist,Monkey-and-Sprite,120,2,False,0,,True,True,False,False,False,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r120767400-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
41,120758620,Not for weak stomachs,We paid 500 rupee's each to get into the site. A lot of guys around claiming to be guides - site is easy to negotiate alone - don't be fooled into parting with your cash. If you want photo's with the Sadhus you will need to pay them too. It may seem odd to go to watch a cremation but this is the way of the world - take the time to chat with the people there and you will come away strangely changed in someway - stand and gawp and you are just another tourist.. The bodies are washed in the river first then dressed in white & orange sheets before being laid on the pyre. Only Hindu's are allowed in the temple but you can peek in from the door. Make sure you take some peppermints or sweets with you and visit the old peoples home on the right as you walk down - if you go early in the morning your help will be appreciated too. This is an extremely interesting site which should be on your itinery.,5,positive,2011-11-18,2011,11,4,early_period,couples,likely_tourist,rosielamb,181,0,False,0,,True,True,True,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r120758620-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
42,120805984,Watch out for the Funeral Pyres,"Brill place to go to, watch out for the funeral pyres, they can be a bit ngruesome.",4,positive,2011-11-19,2011,11,4,early_period,couples,likely_tourist,Nc L,17,1,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r120805984-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
43,120810322,Interesting,"Awesome, a place to look and consider life. Disapointing is the attitude of other tourist who consider this just a play? Taking movies/shots of crying relatives of the person who died.",3,neutral,2011-11-20,2011,11,4,early_period,couples,likely_tourist,Roos1911,31,0,False,0,,True,False,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r120810322-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
44,120830175,Very Spiritual,Fascinating Place! We learned a lot about the Hindu religion and found this place very moving and spiritual.,5,positive,2011-11-20,2011,11,4,early_period,couples,likely_tourist,thundering-pause,18,0,False,0,,True,True,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r120830175-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
45,120943746,holy and mystic,"liked the architecture, the religious fervour, the aura of lord shiva. Did not like the fact that it is not kept clean",4,positive,2011-11-23,2011,11,4,early_period,,likely_tourist,Ankit Garg,22,1,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r120943746-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
46,120985657,Impressive,Fascinating to see how cremations take place and other people do bathing in the same river.,4,positive,2011-11-24,2011,11,4,early_period,solo,mixed,LiekeWinklerPrins,16,1,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r120985657-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
47,121007104,comprehensive Hindu temple,"Gave us a good insight of Hinduism, it culture and religious practise",4,positive,2011-11-24,2011,11,4,early_period,couples,likely_tourist,Den_Dot58,12,1,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r121007104-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
48,121009760,Sacred place,Learned the culture of Nepal people and like their simplicity and belief on GOD,4,positive,2011-11-24,2011,11,4,early_period,solo,mixed,Choe1222,14,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r121009760-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
49,121025872,US tourists may be a bit shocked,"Educational is how I would describe the visit. Great old temple architecture, but seeing trash floating in, and being dumped into, the ""holy"" river while people bathe and wash clothes down river may be an uncomfortable view for US travelers. Two cremations were in progress while we were there and this also made some of my traveling companions uneasy. Do not visit this ""holy"" sight with Western expectations of how it would be treated.",3,neutral,2011-11-25,2011,11,4,early_period,friends,likely_tourist,Chris D,74,1,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r121025872-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
50,121187753,Street Vendors a hassle.,Hindu area and place of Living Goddess which is a small Child who gives an appearance for the Visitors. Very spiritual if you are a Hindu I suppose. Street Vendors a hassle.,3,neutral,2011-11-28,2011,11,4,early_period,solo,mixed,blottie,32,1,False,0,,True,True,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r121187753-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
51,121188997,Cross-culture shock for foreigners,"Only Hindus are allowed to enter the main temple. The main temple inside is so much amazing. However, foreigners might get a cross-culture shock on witnessing burning bodies on the Bagmati river banks and how locals dump trashses in the river. Still locals use that water for daily use. Lots of colourful character dressed like Hindu mythological character can be found in the temple complex and you have to pay them if you want to take those NatGeo kind of shot.",4,positive,2011-11-29,2011,11,4,early_period,,likely_tourist,Souvik,81,3,False,0,,True,False,False,True,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r121188997-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
52,121297064,strange but interesting :),"Major Hindu temple for cremations. a bit bewildering; you can see people washing and burning corpses in the river; at the same time relatives wash their feet and their lunch plates 5metres upstream. Nice old park on hill next to it with lots of monkeys. 100 Rp Taxi Ride away from Boudnath, it's Buddhist counterpart, which is much cleaner/well-organized, touristy.",4,positive,2011-12-01,2011,12,4,early_period,couples,likely_tourist,KerstinRusch,60,1,False,0,,True,True,True,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r121297064-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
53,121379946,exciting,"the whole experience was fantastic ,For the first time in my life i felt so much at peace.",5,positive,2011-12-04,2011,12,4,early_period,friends,likely_tourist,michaelgerardwalsh,18,2,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r121379946-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
54,121417285,The best experience so far!,"I have been reading about this place and cremation before and it made me feel weird, but when I went there today it seemed natural and normal. We had a guide, who was telling us everything about the place and cremation ceremony. I also enjoyed monkeys, who were running around and being funny. And off course the holy man you can meet there, you can take pictures with them, they don't ask money for it, but will let you know that they would like some donation. I loved it, thats an awesome place. Only thing I didn't enjoy was smell of smoke and dirty river.",4,positive,2011-12-05,2011,12,4,early_period,friends,likely_tourist,Ruta M,105,0,False,0,,True,True,True,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r121417285-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
55,121688914,WOW,The purpose oof my visit was to go to Pashupatinath. The powerful feeling of the temple is outstanding. It is a huge temple. You can go in only if you are a Hindu. Non- hindus are not allowed inside the temple,5,positive,2011-12-12,2011,12,4,early_period,,likely_tourist,raghavps,41,0,False,0,,True,False,False,False,False,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r121688914-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
56,121656615,"Living gods, filth, touts and all that you can expect",I loved the complex which showcases how advanced architecture and civil know how was used in old days. I was equally amazed how the modern day chaos has negated the whole philosophy of a sacred place into a running business model (very lucrative as well).,3,neutral,2011-12-12,2011,12,4,early_period,,likely_tourist,Ashok S,45,0,False,0,,True,False,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r121656615-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
